"","company_name","status_label","year","current_assets","cogs","dep_amort","EBITDA","inventory","net_income","receivables","mkt_value","net_sales","total_assets","long_term_debt","EBIT","gross_profit","current_liabilities","ret_earnings","total_revenue","total_liab","total_op_exp","lag_total_assets","lag_total_revenue","working_capital","Altman_z","operating_income","ROA","current_ratio"
"472","C_700","alive",2005,407.03,1086.928,19.645,35.092,128.844,13.568,257.942,170.7146,1312.404,575.031,83.6,15.447,225.476,178.687,301.605,1312.404,278.042,1277.312,476.999,1260.585,228.343,3.95017862420187,225.476,0.47269700775054,2.27789374716683
"473","C_703","alive",2005,59.578,11.047,11.369,6.054,0,42.98,11.72,127.4383,37.209,153.428,12.5,-5.315,26.162,14.415,-356.77,37.209,43.903,31.155,107.481,29.308,45.163,-1.03238913382267,26.162,0.243410463244667,4.13305584460631
"474","C_704","alive",2005,154.575,453.422,53.808,183.183,20.397,75.478,87.318,1022.72,982.909,819.849,250.116,129.375,529.487,206.113,542.147,982.909,498.907,799.726,573.777,798.487,-51.538,3.79994629732745,529.487,0.922809732701032,0.749952695851305
"475","C_705","alive",2005,0.363,4.588,0.024,0.013,0.078,0.014,0.096,16.948,4.951,0.462,0.019,-0.011,0.363,0.41,-0.082,4.951,0.452,4.938,0.42,6.53,-0.047,32.7646611500594,0.363,0.864285714285715,0.885365853658537
"476","C_707","alive",2005,1317.6,2105.8,66.2,396,350,202.2,494,4149.0574,3000.6,2457.4,401.4,329.8,894.8,590.2,1090.4,3000.6,1018.3,2604.6,2225.8,2518.6,727.4,5.08503994658632,894.8,0.402012759457274,2.23246357167062
"477","C_708","alive",2005,1101.023,1902.16,197.239,468.187,251.08,156.657,666.252,2820.7703,2766.21,2975.804,905.859,270.948,864.05,748.403,1358.898,2766.21,1981.91,2298.023,2389.756,2502.059,352.62,2.86549202974392,864.05,0.361564109473938,1.47116326364272
"478","C_709","failed",2005,315.353,388.369,7.311,52.853,153.263,23.555,123.058,272.7397,600.285,494.645,94.781,45.542,211.916,98.843,86.967,600.285,248.799,547.432,448.541,588.858,216.51,2.94652679887486,211.916,0.47245625260567,3.19044343049078
"479","C_711","failed",2005,8.618,22.849,0.739,0.141,7.427,-0.83,0.59,3.4739,40.444,13.879,3.558,-0.598,17.595,5.658,-4.46,40.444,9.592,40.303,12.799,43.145,2.96,2.79519449419296,17.595,1.37471677474803,1.52315305761753
"480","C_712","alive",2005,1830.195,1208.174,180.132,490.653,179.398,212.075,523.232,3591.031,3087.627,3301.143,495.619,310.521,1879.453,910.726,1884.355,3087.627,1577.667,2596.974,3240.66,2997.51,919.469,3.74481642824053,1879.453,0.579959946430665,2.00960003337996
"481","C_714","alive",2005,20.875,55.899,3.229,5.66,9.185,0.923,10.087,26.5587,74.302,53.337,4.746,2.431,18.403,17.419,10.816,74.302,27.53,68.642,54.82,62.738,3.456,2.48396074068945,18.403,0.33569865012769,1.19840404156381
"482","C_715","alive",2005,221.171,411.056,21.035,41.662,107.631,15.054,80.716,288.6789,831.164,463.052,31.022,20.627,420.108,130.802,258.581,831.164,183.782,789.502,457.566,788.664,90.369,3.90042086348559,420.108,0.918136399994755,1.69088393143836
"483","C_716","alive",2005,49.447,106.424,3.688,15.57,10.45,8.886,16.356,143.106,143.331,94.057,0,11.882,36.907,17.568,38.531,143.331,17.961,127.761,87.658,115.28,31.879,7.70155046499662,36.907,0.421034018572179,2.81460610200364
"484","C_717","alive",2005,165.616,404.242,1.872,29.473,11.729,19.096,59.197,560.4333,466.291,188.43,0,27.601,62.049,23.081,112.299,466.291,40.267,436.818,166.964,442.568,142.535,13.0508319565346,62.049,0.371631010277664,7.17542567479745
"485","C_719","alive",2005,73.627,190.619,5.064,19.729,0,11.1,37.111,137.417,219.439,118.455,14.57,14.665,28.82,55.273,-34.292,219.439,69.843,199.71,89.544,154.178,18.354,3.22220708966111,28.82,0.321852943804163,1.3320608615418
"486","C_720","alive",2005,93.777,76.81,21.083,-5.261,25.466,-25.36,17.595,481.4916,110.161,272.166,3,-26.344,33.351,36.131,-376.346,110.161,110.836,115.422,279.448,130.826,57.646,1.0101171816521,33.351,0.119345996392889,2.59547203232681
"487","C_722","alive",2005,126.133,162.884,5.767,50.416,62.758,22.812,47.668,468.9038,269.647,435.624,34.061,44.649,106.763,49.95,80.734,269.647,113.086,219.231,364.255,215.744,76.183,3.91440319978556,106.763,0.293099614281204,2.52518518518518
"488","C_723","alive",2005,2703.935,5203.81,255.054,1604.966,1073.682,645.603,1002.125,13729.7231,8643.438,9737.767,4357.013,1349.912,3439.628,2018.231,5323.725,8643.438,7568.792,7038.472,10577.718,8912.297,685.704,3.28337516935243,3439.628,0.325176753624931,1.33975496362904
"489","C_724","alive",2005,22.406,114.135,0.336,3.713,0,0.536,18.76,24.2387,137.457,26.455,0,3.377,23.322,6.629,16.072,137.457,7.061,133.744,24.743,116.353,15.777,9.24295816318476,23.322,0.94256961564887,3.37999698295369
"490","C_725","alive",2005,311.174,312.723,10.466,81.844,168.401,49.31,107.289,600.5601,589.747,857.744,254.974,71.378,277.024,125.606,382.076,589.747,382.367,507.903,811.449,581.549,185.568,2.78778462847743,277.024,0.341394221941243,2.47738165374266
"491","C_727","alive",2005,499.797,484.231,96.274,275.48,21.313,127.606,162.646,3136.3547,800.726,1663.35,200,179.206,316.495,89.481,986.924,800.726,584.112,525.246,1406.844,593.326,410.316,5.18527912594526,316.495,0.224968084592179,5.58550977302444
"492","C_728","alive",2005,843.4,1325,88.5,320.1,185,-41.1,317,1273.9281,2068.8,2568.8,1092.3,231.6,743.8,512.4,1107.8,2068.8,2593.5,1748.7,2710,1997,331,2.1559783832362,743.8,0.274464944649447,1.64597970335675
"493","C_729","alive",2005,122.511,100.887,5.554,20.483,69.726,10.781,28.672,281.1806,151.415,244.101,5,14.929,50.528,34.168,87.08,151.415,46.464,130.932,220.971,122.154,88.343,5.38679602456379,50.528,0.228663489779202,3.5855478810583
"494","C_730","alive",2005,1408.94,2739.949,203.132,1183.039,610.284,493.244,559.289,13288.951,4835.974,4295.236,942.755,979.907,2096.025,1518.223,3636.857,4835.974,3274.16,3652.935,3797.531,4429.248,-109.283,5.46886472370909,2096.025,0.551944144761425,0.928019138163498
"495","C_731","alive",2005,43334,64740,2322,7282,6877,2398,17364,79554.9758,86696,77317,3392,4960,21956,31460,16658,86696,40141,79414,76138,79905,11874,3.00806021680736,21956,0.288371115605874,1.37743165924984
"496","C_732","alive",2005,370.3,859.9,47.3,172.4,150.4,141.3,155.9,1671.43,1161.4,880.6,416.8,125.1,301.5,195.8,-229.8,1161.4,669.9,989,776.8,1074.5,174.5,3.15715587904229,301.5,0.388130792996911,1.89121552604699
"497","C_733","alive",2005,7.935,5.767,0.267,-2.399,3.685,-1.574,1.031,5.8128,9.671,10.373,0,-2.666,3.904,1.808,6.423,9.671,1.808,12.07,11.715,15.721,6.127,3.58889351097855,3.904,0.333247972684592,4.38882743362832
"498","C_735","alive",2005,890.5,935.8,114,398.8,124.1,-94.1,448.1,2882.4712,1938.1,2229.2,351.5,284.8,1002.3,669,1495.9,1938.1,1265.2,1539.3,2069,1829,221.5,3.71668576835414,1002.3,0.484436926051232,1.33109118086697
"499","C_736","alive",2005,2089,3370,299,1067,219,460,352,9210.02,4437,8743,3672,768,1067,864,1114,4437,5932,3370,8242,4146,1225,2.07544621413343,1067,0.129458869206503,2.41782407407407
"500","C_737","alive",2005,775.929,2849.261,43.817,311.319,111.276,167.658,410.533,1729.424,3212.745,1142.9,0,267.502,363.484,577.367,491.017,3212.745,765.549,2901.426,982.713,2246.373,198.562,5.74882332717543,363.484,0.369878082410633,1.34390950643178
"501","C_738","alive",2005,213.98,458.458,61.171,98.404,6.435,6.125,33.511,1012.517,725.9,1244.877,657.534,37.233,267.442,143.032,8.094,725.9,817.063,627.496,1208.768,553.311,70.948,1.50283160651915,267.442,0.221251720760311,1.49602886067453
"502","C_739","alive",2005,0.83,0.022,0.221,1.246,0,0.481,0,10.26,2.054,6.547,3.028,1.025,2.032,0.683,-6.892,2.054,4.314,0.808,6.984,2.054,0.147,0.810531636760236,2.032,0.290950744558992,1.21522693997072
"503","C_741","alive",2005,15346,54191,1472,10926,11401,5838,2396,86128.2,81511,44482,2672,9454,27320,12901,29352,81511,17573,70585,38907,73094,2445,6.46428251013002,27320,0.702187267072763,1.18952019223316
"504","C_743","alive",2005,486.598,1496.54,65.514,285.622,91.11,137.42,278.515,2848.0656,2450.572,1140.271,103.869,220.108,954.032,358.174,541.154,2450.572,546.187,2164.95,1021.657,2093.447,128.424,6.71435603375839,954.032,0.933808509118031,1.35855198869823
"505","C_744","failed",2005,68.382,229.711,8.663,14.528,0,-96.623,50.115,168.7335,320.346,164.712,0,5.865,90.635,34.636,14.928,320.346,35.81,305.818,275.705,327.748,33.746,5.26227463667079,90.635,0.328739050797048,1.97430419217
"506","C_745","alive",2005,1041.084,4016.2,115.189,533.763,495.978,253.459,301.001,4383.4074,5413.997,2822.406,350.43,418.574,1397.797,583.172,1563.238,5413.997,1247.83,4880.234,2533.968,4779.875,457.912,5.48542216472621,1397.797,0.551623777411553,1.78520916642088
"507","C_746","alive",2005,88.46,252.991,2.866,15.445,51.356,11.957,16.518,33.639,407.442,122.177,85.232,12.579,154.451,62.453,-486.664,407.442,147.725,391.997,114.796,414.874,26.007,-1.50990511395322,154.451,1.3454388654657,1.41642515171409
"508","C_748","alive",2005,2283,4366,406,1241,280,422,642,13871.6053,5977,12454,2926,835,1611,2879,-152,5977,7218,4736,12298,5368,-596,1.7797505287034,1611,0.130996910066678,0.792983674887114
"509","C_750","alive",2005,2891,8242,541,1480,382,252,1706,3983.5,9722,17116,8568,939,1480,3014,-1638,9722,15820,8242,18161.957,8510.428,-123,0.757525172918398,1480,0.0814890157486883,0.959190444591905
"510","C_752","alive",2005,820.1,1458.2,50.4,288.5,237.1,165.1,310.4,2721.7395,2104.9,1667,199.2,238.1,646.7,360.5,738.3,2104.9,668.9,1816.4,1642.4,1993,459.6,5.12631191886903,646.7,0.393753044325377,2.2748959778086
"511","C_754","alive",2005,1720.1,4237.1,34,306.4,690.6,151.7,727.5,3084.09,5437.7,2763.6,449.5,272.4,1200.6,764.9,702.8,5437.7,1367.5,5131.3,2530.3,4422.6,955.2,4.41684344226313,1200.6,0.474489191005019,2.24879069159367
"512","C_756","alive",2005,474.69,2526.628,163.034,530.927,11.138,207.311,343.501,3482.3263,3127.899,1548.874,124,367.893,601.271,276.086,863.586,3127.899,731.849,2596.972,1491.706,2786.154,198.604,6.5926965562866,601.271000000001,0.403076075312428,1.71935556312164
"513","C_757","alive",2005,73.818,81.62,1.331,17.832,29.53,16.443,20.1,110.9026,125.509,94.114,4.01,16.501,43.889,30.761,9.621,125.509,35.17,107.677,73.446,99.572,43.057,4.49628720405139,43.889,0.597568281458487,2.39972692695296
"514","C_758","alive",2005,370.127,386.228,70.502,127.883,54.78,54.881,96.2,664.754,631.581,799.538,150,57.381,245.353,94.239,161.605,631.581,246.999,503.698,688.392,469.696,275.888,3.33860270692981,245.353,0.356414659089589,3.92753530916075
"515","C_759","alive",2005,202.1,884.7,5.6,35.4,99.7,18.4,85.3,169.4112,1097.2,266.8,23.5,29.8,212.5,124.4,84.1,1097.2,151.9,1061.8,215,938.4,77.7,5.94098275654799,212.5,0.988372093023256,1.62459807073955
"516","C_762","alive",2005,3.926,2.953,0.276,0.765,1.095,0.269,1.22,4.0691,8.486,8.22,2.295,0.489,5.533,1.371,-0.071,8.486,4.087,7.721,6.802,8.69,2.555,2.18694636486111,5.533,0.813437224345781,2.86360320933625
"517","C_764","alive",2005,598.2,1978.8,184.7,570.1,194.2,194.7,213.8,3093.58,3726,4053.8,1285.9,385.4,1747.2,722,406.9,3726,2484.5,3155.9,3529.8,3344.7,-123.8,2.08384186826845,1747.2,0.494985551589325,0.828531855955679
"518","C_765","alive",2005,103.493,243.14,7.772,16.465,35.006,4.505,57.132,74.8469,296.606,164.255,18.993,8.693,53.466,62.111,-71.322,296.606,87.165,280.141,158.47,257.525,41.382,2.19004630234391,53.466,0.337388780210766,1.66625879473845
"519","C_766","alive",2005,3.964,15.42,1.016,1.481,0.63,0.285,2.344,6.1361,19.066,5.538,0.592,0.465,3.646,1.926,-35.585,19.066,2.518,17.585,8.53,27.701,2.038,-3.37226208352947,3.646,0.427432590855803,2.05815160955348
"520","C_767","failed",2005,8.002,4.427,0.213,4.058,0,1.144,2.242,54.2053,8.485,11.997,0.803,3.845,4.058,5.959,-5.097,8.485,6.762,4.427,10.275,9.166,2.043,6.18415026042817,4.058,0.394939172749392,1.34284275885216
"521","C_768","alive",2005,110.71,19.508,0.031,-11.123,0,-8.627,0.535,184.5034,8.385,110.792,0,-11.154,-11.123,5.174,-145.259,8.385,20.817,19.508,118.39,14.415,105.536,4.36885817411315,-11.123,-0.0939521919081003,21.3973714727484
"522","C_769","alive",2005,70.567,594.68,2.641,1.674,1.671,-2.282,61.291,10.6505,612.779,94.461,20.791,-0.967,18.099,51.015,-7.672,612.779,80.291,611.105,105.957,385.461,19.552,6.66759381744047,18.099,0.170814575724115,1.38325982554151
"523","C_771","alive",2005,2772,6442.1,196.6,985.2,666.9,359.5,1273.7,9492.2396,7427.3,7063.4,516.3,788.6,985.2,2560.4,2631.1,7427.3,4340,6442.1,7276.7,6764.1,211.6,3.28968734376638,985.2,0.135391042642956,1.0826433369786
"524","C_773","alive",2005,297.52,619.984,101.485,239.504,44.028,63.661,128.885,1242.8181,859.488,3364.126,1023.58,138.019,239.504,293.585,433.859,859.488,2338.875,619.984,3234.172,844.491,3.935,0.891655481523278,239.504,0.0740541937781911,1.013403273328
"525","C_774","alive",2005,4111.605,8066.219,368.375,2640.708,1203.063,1494.869,2098.276,24708.7359,12921.792,11445.643,958.321,2272.333,4855.573,2000.731,9234.34,12921.792,3858.748,10281.084,11351.934,11731.425,2110.874,6.97694079649617,4855.573,0.427730904707515,2.05505137872108
"526","C_775","alive",2005,1.174,1.459,0.286,-1.219,0.261,-1.298,0.415,11.0167,2.867,5.135,0,-1.505,1.408,1.675,-20.465,2.867,1.777,4.086,4.73,3.558,-0.501,-2.38572807687102,1.408,0.297674418604651,0.70089552238806
"527","C_776","alive",2005,18.831,49.999,0.816,6.36,6.563,3.413,8.344,31.91,72.254,25.952,3.461,5.544,22.255,11.212,-4.357,72.254,15.83,65.894,20.933,55.268,7.619,4.81583357058232,22.255,1.06315387187694,1.67953977880842
"528","C_778","alive",2005,32.749,30.651,1.863,-26.838,0.494,-26.758,0.512,92.405,3.813,47.923,36.743,-28.701,-26.838,9.423,-174.763,3.813,48.914,30.651,32.089,4.306,23.326,-5.28467704139997,-26.838,-0.836361369939855,3.47543245250982
"529","C_779","alive",2005,4966,20495,895,4469,481,2600,2040,38388.2513,26519,15582,863,3574,6024,5145,4886,26519,8949,22050,14027,21144,-179,5.4578216523359,6024,0.429457474869894,0.965208940719145
"530","C_780","alive",2005,2695,2633,256,1600,996,836,673,8375.7661,4518,12010,1852,1344,1885,1165,1605,4518,6066,2918,10723,4278,1530,1.91390897348978,1885,0.175790357176163,2.31330472103004
"531","C_781","alive",2005,725.2,1656.7,158.2,371.3,144.6,136.8,438.4,2064.16,2028,3868.1,1198,213.1,371.3,839.5,615.2,2028,2724.4,1656.7,3586.9,1689.8,-114.3,1.34788790425961,371.3,0.103515570548384,0.863847528290649
"532","C_782","alive",2005,2.476,4.856,0.204,1.479,1.541,1.138,0.9,5.5272,7.588,3.699,0.004,1.275,2.732,1.392,-0.484,7.588,1.416,6.109,3.242,5.321,1.084,5.69934668554488,2.732,0.842689697717458,1.77873563218391
"533","C_784","alive",2005,4248.2,7578.1,166,1527.8,1128.8,1054.2,1679,13350.359,10546.9,11756.4,1184.3,1361.8,2968.8,3199.7,5431.3,10546.9,5994.4,9019.1,11414.6,9393.6,1048.5,3.36946162159569,2968.8,0.260087957528078,1.3276869706535
"534","C_787","alive",2005,1493.4,4854.3,39.2,248.5,834.3,98.1,610.3,621.7894,5780.5,2151,525,209.3,926.2,715,379.9,5780.5,1603.2,5532,1532.3,3302,778.4,3.92267771976967,926.2,0.604450825556353,2.08867132867133
"535","C_789","alive",2005,64.557,173.11,12.176,4.003,17.744,-24.987,32.585,81.6893,200.247,137.826,27.817,-8.173,27.137,48.632,0.559,200.247,76.449,196.244,129.747,155.946,15.925,2.04266815867231,27.137,0.209153198147163,1.32745928606679
"536","C_792","alive",2005,274.024,462.097,21.239,41.582,15.536,13.16,151.537,521.7697,595.282,518.328,80.768,20.343,133.185,126.841,215.427,595.282,213.106,553.7,508.821,542.598,147.183,3.66964022801836,133.185,0.261752168247772,2.16037401155778
"537","C_793","alive",2005,546.26,1689.894,110.342,194.141,190.314,22.087,206.407,532.9576,1930.583,1523.625,331.3,83.799,240.689,263.81,-361.393,1930.583,822.664,1736.442,1685.508,1506.965,282.45,1.72769015660806,240.689,0.142799084904966,2.07065691217164
"538","C_794","alive",2005,483.209,999.752,32.613,112.714,191.415,48.813,189.904,743.8794,1401.993,851.427,196.54,80.101,402.241,210.043,373.7,1401.993,489.473,1289.279,749.516,1393.809,273.166,3.86842576155288,402.241,0.536667662865102,2.30052417838252
"539","C_795","alive",2005,470.002,160.863,185.98,96.806,58.692,-81.708,90.882,2948.0605,527.778,2037.691,0,-89.174,366.915,147.638,69.198,527.778,179.492,430.972,902.14,390.64,322.364,10.2066561726096,366.915,0.406716252466358,3.18347579891356
"540","C_796","alive",2005,21194,11295,4468,16698,3126,8664,3914,147738.24,38826,48314,2106,12230,27531,9234,29937,38826,12132,22128,48143,34209,11960,10.1100504290123,27531,0.571858837214133,2.29521334199697
"541","C_797","alive",2005,3.33,6.424,0.525,-3.279,0.77,-1.626,1.827,9.5851,16.097,11.437,0,-3.804,9.673,7.667,-16.449,16.097,7.915,19.376,12.904,22.332,-4.337,-1.43211029600982,9.673,0.749612523248605,0.434328942219903
"542","C_798","alive",2005,279.783,207.324,13.653,50.925,19.644,17.854,65.833,513.9865,442.894,396.268,0,37.272,235.57,84.265,114.617,442.894,175.937,391.969,406.966,416.893,195.518,4.17792253471537,235.57,0.578844424349946,3.32027532190115
"543","C_799","alive",2005,6.001,8.93,1.025,1.384,2.424,-0.011,2.266,10.5589,13.785,13.481,5.964,0.359,4.855,3.588,-9.874,13.785,9.552,12.401,13.527,9.222,2.413,0.963054623406328,4.855,0.358911806017594,1.67251950947603
"544","C_800","failed",2005,931.668,1794.156,45.24,165.997,432.814,61.436,349.202,1109.0864,2386.774,1582.224,301.6,120.757,592.618,213.485,778.643,2386.774,678.272,2220.777,1587.759,2447.43,718.183,3.97510716272116,592.618,0.373241782915417,4.36409115394524
"545","C_801","alive",2005,349.619,653.069,28,110.001,130.209,1.24,141.408,438.5123,985.766,838.99,458,82.001,332.697,140.107,-67.572,985.766,662.505,875.765,869.798,881.658,209.512,2.08152608653278,332.697,0.382499154976213,2.49537139471975
"546","C_803","alive",2005,528.768,276.596,8.422,52.034,23.467,114.439,164.1,1449.9691,576.825,620.594,0.318,43.612,300.229,194.026,890.37,576.825,201.732,524.791,650.54,551.098,334.742,8.12979530413923,300.229,0.461507363113721,2.72524300866894
"547","C_804","alive",2005,173.079,165.641,13.04,49.665,52.931,25.098,75.164,986.7644,313.494,443.338,63.369,36.625,147.853,42.807,107.617,313.494,131.326,263.829,389.648,264.759,130.272,6.18050544331423,147.853,0.379452736829138,4.04324059149205
"548","C_807","failed",2005,102.615,187.208,6.269,27.062,41.27,12.942,43.543,136.4585,251.588,151.631,0,20.793,64.38,25.061,111.023,251.588,31.128,224.526,141.882,213.034,77.554,6.38083663914264,64.38,0.453757347655094,4.09460915366506
"549","C_810","alive",2005,45661,48889,5188,16902,2841,7934,24428,129381.156,91134,105748,15425,11714,42245,35152,42718,91134,72650,74232,109183,96293,10509,2.98068138001817,42245,0.386919209034373,1.29895880746472
"550","C_811","alive",2005,1191.274,1092.135,91.928,382.123,430.794,193.066,368.519,3105.9525,1993.393,2638.196,131.281,290.195,901.258,1202.696,1601.7,1993.393,1722.849,1611.27,2363.294,2033.653,-11.422,3.04503313850142,901.258,0.381356699589641,0.990503003252692
"551","C_812","alive",2005,4852,9928,322,716,1330,139,2379,1931.904,12124,10786,5409,394,2196,4688,-3609,12124,12485,11408,7592,9713,164,0.887242951704478,2196,0.289251844046365,1.03498293515358
"552","C_814","alive",2005,1437.2,989.3,222.2,934.3,142.3,436.5,426,9131.4,2379.4,3864.4,200,712.1,1390.1,1217.6,2470.3,2379.4,1958.7,1445.1,3872.964,2484.752,219.6,4.98413708839,1390.1,0.358924069524013,1.18035479632063
"553","C_815","alive",2005,175.715,0,11.421,29.988,0,54.685,19.534,989.8662,163.125,299.537,1.572,18.567,163.125,50.534,-110.031,163.125,125.223,133.137,241.92,103.685,125.181,5.47926589630268,163.125,0.674293154761905,3.47716388965845
"554","C_817","alive",2005,7409,19459,1376,2762,2434,1100,2926,16482.344,24097,28771,11023,1386,4638,4844,1237,24097,20209,21335,34217,25548,2565,1.65304915125314,4638,0.13554665809393,1.5295210569777
"555","C_818","alive",2005,1062.376,601.201,68.639,295.31,177.56,137.46,158.51,3188.9367,1174.424,2223.544,547.259,226.671,573.223,224.896,501.332,1174.424,798.341,879.114,2017.006,1060.5,837.48,4.02887738446478,573.223,0.28419499000003,4.72385458167331
"556","C_819","alive",2005,43.988,29.908,1.727,10.668,7.59,6.131,13.329,376.4729,62.78,63.929,0,8.941,32.872,10.109,-16.713,62.78,10.16,52.112,48.136,43.65,33.879,23.9461446687042,32.872,0.682898454379259,4.35137006627757
"557","C_820","failed",2005,73.818,211.965,22.379,34.139,3.575,6.996,42.815,94.6373,262.156,449.507,161.72,11.76,50.191,57.698,88.163,262.156,271.239,228.017,385.048,263.49,16.12,1.19650638786504,50.191,0.130349982339864,1.27938576727096
"558","C_821","alive",2005,197.378,327.984,50.893,314.408,6.528,159.361,45.557,2909.7815,740.129,1797.069,368.387,263.515,412.145,182.491,343.766,740.129,757.114,425.721,1619.51,647.848,14.887,3.47945515902595,412.145,0.254487468431809,1.08157662569661
"559","C_823","failed",2005,5.321,14.435,1.995,0.218,0,-1.9,1.879,15.852,32.773,83.364,32.313,-1.777,18.338,18.405,-49.352,32.773,53.814,32.555,50.814,32.962,-13.084,-0.517618763479787,18.338,0.360884795528791,0.289106221135561
"560","C_824","alive",2005,11.161,2.84,0.37,-2.022,2.673,-2.344,3.462,6.2126,3.445,12.301,0,-2.392,0.605,10.472,-54.521,3.445,10.472,5.467,6.379,9.666,0.689,-6.14361421329475,0.605,0.0948424517949522,1.06579449961803
"561","C_826","failed",2005,27.626,13.954,0.801,-0.917,3.109,-2.299,5.195,25.9688,30.852,29.194,3.5,-1.718,16.898,3.072,-16.909,30.852,6.696,31.769,32.098,35.015,24.554,3.38795224039505,16.898,0.526450246121254,8.99283854166667
"562","C_827","alive",2005,7497.4,6118.4,168.8,155.9,0,-262.9,4933.3,4148.535,6274.3,11945.2,2183,-12.9,155.9,6856.5,-1117.1,6274.3,9950.6,6118.4,12272.3,6387,640.9,0.705298853286648,155.900000000001,0.0127034052296636,1.09347334645956
"563","C_829","alive",2005,84.713,67.269,7,17.854,9.439,16.489,25.745,329.6879,168.103,158.135,0,10.854,100.834,64.413,1.653,168.103,64.413,150.249,134.859,183.258,20.3,4.52922508452919,100.834,0.747699449054197,1.31515377330663
"564","C_830","alive",2005,570.647,1040.465,40.524,147.485,176.925,48.852,300.89,999.776,1529.732,1622.953,457.753,106.961,489.267,332.888,645.505,1529.732,870.265,1382.247,1628.124,1403.327,237.759,2.58196482797275,489.267,0.30050966633991,1.71423121290043
"565","C_832","alive",2005,162.905,203.076,7.094,-13.16,27.532,-22.753,28.853,128.6035,264.505,183.669,0,-20.254,61.429,85.561,33.295,264.505,102.713,277.665,227.502,328.663,77.344,2.58656645547667,61.429,0.270015208657506,1.90396325428642
"566","C_836","alive",2005,1517.086,1971.155,80.336,978.238,506.237,585.816,388.943,3987.355,3032.727,2639.019,313.053,897.902,1061.572,348.776,1305.813,3032.727,898.386,2054.489,2348.921,2452.675,1168.31,6.15897572184963,1061.572,0.451940273853399,4.34974310158956
"567","C_838","failed",2005,5.756,15.518,1.735,0.498,1.164,-1.797,3.159,48.7287,23.049,11.653,0.081,-1.237,7.531,3.068,-111.924,23.049,3.149,22.551,11.243,13.92,2.688,-2.25758192500799,7.531,0.66983901094014,1.8761408083442
"568","C_839","alive",2005,7.522,4.06,2.139,-0.667,0,-1.132,0.605,40.9603,5.816,38.615,3.257,-2.806,1.756,3.623,2.39,5.816,10.122,6.483,41.358,5.344,3.899,2.54662909909438,1.756,0.0424585328110644,2.07617996135799
"569","C_840","alive",2005,1536.7,2904,21.5,210.9,711.5,90,772.3,1501.3474,3847.4,2012.1,625.1,189.4,943.4,604.1,588.4,3847.4,1305.7,3636.5,1706.6,3275.2,932.6,3.87826502235725,943.4,0.552795031055901,2.54378414169839
"570","C_842","alive",2005,869.299,1418.886,28.899,155.421,169.097,57.173,419.866,1618.5543,1735.03,1203.597,258.213,126.522,316.144,380.112,294.964,1735.03,725.005,1579.609,1027.444,1193.962,489.187,3.95873826125245,316.144,0.307699495057638,2.28695489750389
"571","C_844","alive",2005,26.377,97.572,0.38,2.733,3.688,1.049,19.74,16.7375,126.477,32.492,2.727,2.353,28.905,13.091,9.112,126.477,15.818,123.744,34.489,123.85,13.286,5.64970933020314,28.905,0.838093305111775,2.01489572989076
"572","C_845","alive",2005,76.378,204.762,1.162,-5.05,37.057,-4.86,34.695,18.5533,231.825,112.222,0.057,-6.212,27.063,69.044,16.703,231.825,70.151,236.875,121.782,249.1,7.334,2.32858492768658,27.063,0.222224959353599,1.10622211922832
"573","C_846","alive",2005,1337.431,4782.34,46.357,287.831,0,151.02,1029.923,3917.962,5635.001,2353.721,89.632,241.474,852.661,785.095,850.169,5635.001,1206.524,5347.17,2071.044,4594.235,552.336,5.46830629864452,852.661,0.411705883602666,1.70352759857087
"574","C_848","alive",2005,1389.803,4197.752,22.631,99.912,195.809,60.042,1046.38,1050.2266,4714.547,1778.941,1.406,77.281,516.795,1045.316,307.8,4714.547,1163.505,4614.635,1817.969,4747.88,344.487,3.80975259574372,516.795000000001,0.284270523864819,1.32955297728151
"575","C_851","failed",2005,1184,7026,408,599,734,-327,363,3608.4188,8396,9114,4536,191,1370,1188,-2219,8396,7232,7797,9725,8291,-4,0.948361592728584,1370,0.140874035989717,0.996632996632997
"576","C_853","alive",2005,31394,11861,2093,15384,3959,10411,7010,178766.1278,50434,58025,2017,13291,38573,12635,40716,50434,20154,35050,53317,47348,18759,8.31739431825781,38573,0.723465311251571,2.48468539770479
"577","C_854","alive",2005,7138.8,23361.1,636.4,1912.8,1297.6,909.4,4672.2,11967.6456,27479.4,16144.4,1577.5,1276.4,4118.3,6841.4,4965.2,27479.4,9890.7,25566.6,15090.8,26553.4,297.400000000001,3.14167235029077,4118.3,0.272901370371352,1.04347063466542
"578","C_861","alive",2005,3202.645,791.5,70.853,653.415,358.339,466.695,333.218,8588.5363,2085.153,3986.372,0,582.562,1293.653,931.862,2101.935,2085.153,931.862,1431.738,3539.179,1496.718,2270.783,7.95700255232754,1293.653,0.36552347309927,3.43682326353044
"579","C_862","failed",2005,15207,35505,932,2811,9068,858,811,19320,49124,30573,3268,1879,13619,10350,1993,49124,18644,46313,8651,19701,4857,2.71325075243637,13619,1.57426887065079,1.46927536231884
"580","C_863","alive",2005,6.595,5.993,0.127,1.683,1.295,1.103,0.633,20.9488,9.489,7.765,0,1.556,3.496,0.507,4.017,9.489,0.511,7.806,6.84,11.615,6.088,28.1458006030875,3.496,0.511111111111111,13.0078895463511
